DATA,0,3,0,0,4,0,0,0,0,6,2,0,0,5,28,0,3,1,5,0,2,0,0,0,5,3,4,5,0,3,0,2,0,0,0,6,0,0,0,0,0,0,1,5,2,2,5,3,0,46,47,108,130,129,175,206,162,211,233,230,265,277,274,324
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,2,4,0,0,3,3,3,4,1,0,0,0,0,3,46,0,2,2,0,0,1,0,0,3,4,1,2,0,0,2,1,4,0,4,0,0,0,0,5,0,0,2,6,0,0,4,0,3,0,24,53,112,108,139,189,191,180,221,212,245,274,260,284,318
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,4,0,4,2,0,0,0,0,0,0,3,0,0,0,41,0,0,0,5,2,0,1,0,3,0,1,1,0,0,3,0,0,0,2,0,0,2,0,1,0,0,3,0,4,0,0,2,3,0,0,53,92,82,151,173,181,190,207,211,261,251,265,313,309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,3,0,0,0,0,0,5,0,0,2,1,4,0,8,1,0,4,4,0,0,0,2,1,2,3,6,1,0,1,2,2,1,0,0,0,1,0,2,6,0,0,0,0,0,0,1,1,0,33,80,82,113,158,152,209,187,191,234,254,240,280,302,300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,6,0,0,0,2,2,2,0,0,1,4,1,2,0,0,0,3,0,0,3,0,0,3,0,3,1,0,1,0,0,5,1,0,0,3,5,3,0,4,5,6,5,4,1,5,0,2,4,0,51,56,99,139,139,176,227,178,202,249,245,260,301,285,315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,3,4,2,5,0,1,3,0,6,1,0,0,30,2,2,0,0,0,0,0,3,3,1,0,0,1,3,1,0,2,0,5,0,5,4,0,1,5,3,3,4,0,0,0,0,0,0,27,44,114,118,133,183,203,169,210,222,228,272,265,284,326
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,2,0,4,0,3,3,0,3,3,0,0,3,1,50,2,0,4,0,0,0,3,0,0,6,4,0,3,3,0,0,3,0,6,0,2,0,2,1,0,0,0,4,8,3,1,0,5,0,2,52,86,87,139,172,172,181,207,205,257,252,246,297,302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,5,0,0,0,0,0,0,2,0,2,3,1,0,0,15,6,5,2,2,3,0,1,1,0,2,0,0,0,1,0,0,4,2,0,0,2,3,0,5,0,3,0,4,0,0,3,3,1,0,27,82,83,116,162,149,204,188,188,239,257,237,286,297,300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,1,0,2,0,0,3,3,0,2,0,1,0,2,1,8,2,2,0,4,3,2,4,3,4,3,0,2,0,0,2,4,3,0,2,0,2,0,4,0,0,0,4,1,2,0,0,1,0,0,47,48,92,136,142,173,222,167,203,240,242,247,282,278,306
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,1,0,6,0,4,4,0,0,0,0,1,0,6,37,2,2,15,2,0,1,0,12,0,0,1,2,4,4,0,0,4,4,3,0,3,0,3,1,4,0,2,0,4,0,0,0,0,0,45,51,108,121,135,182,212,164,214,226,221,259,271,273,321
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,3,2,5,4,0,5,3,0,0,0,0,2,49,0,2,4,3,2,3,1,3,0,5,1,4,2,0,0,1,0,0,2,0,0,1,0,0,0,13,0,4,1,2,0,6,2,0,12,57,113,99,140,185,183,176,217,205,247,265,249,294,318
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,4,4,0,0,1,0,1,3,4,0,0,5,2,5,44,0,0,2,2,0,1,4,2,0,4,0,3,0,0,0,4,0,2,7,0,3,0,5,0,6,1,0,3,0,4,6,1,0,0,0,59,83,85,144,159,157,168,186,195,250,232,243,295,298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,5,1,2,0,4,0,0,0,0,5,0,0,9,0,0,6,4,0,14,0,0,0,3,3,4,4,0,0,0,0,0,5,0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,27,80,91,116,165,159,200,199,190,229,258,226,273,299,285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,2,3,1,0,3,1,0,4,4,0,2,2,0,2,0,0,2,11,4,2,0,1,3,0,0,2,3,0,0,0,0,5,0,1,0,2,5,0,0,4,0,5,0,1,4,0,1,1,0,49,62,91,138,134,153,212,170,195,242,235,247,284,279,305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,2,0,4,4,1,3,0,3,4,6,2,4,2,3,34,0,1,2,3,0,1,0,4,2,0,2,3,2,1,0,0,1,5,1,7,0,0,5,0,0,0,0,0,2,5,0,4,0,0,39,52,106,117,127,185,201,161,221,239,238,265,276,278,319
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,0,4,4,4,0,0,1,0,1,0,0,0,40,0,4,0,3,0,1,0,5,3,0,0,0,0,0,2,2,0,4,6,2,4,0,0,0,0,0,0,5,0,4,5,2,0,0,8,58,107,102,141,189,177,178,212,210,250,267,260,295,324
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,3,0,4,0,3,3,0,2,0,0,15,0,45,2,1,0,0,4,1,0,0,2,1,0,0,0,5,0,3,2,0,4,0,5,0,1,4,0,4,0,0,0,1,5,5,2,0,0,60,88,93,150,157,182,191,197,210,260,241,261,309,294
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,4,0,3,0,1,0,0,0,0,0,0,0,4,0,11,1,2,0,3,0,2,0,2,2,0,1,2,0,4,0,0,0,0,0,0,5,0,1,0,0,5,0,0,3,0,0,5,2,0,24,77,89,110,166,157,190,196,185,223,252,238,276,308,289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,0,0,0,7,0,1,1,1,0,0,0,0,0,1,1,0,4,5,0,0,0,1,0,0,0,0,0,3,4,1,4,0,5,0,3,0,1,4,1,0,0,0,3,1,1,0,0,35,75,83,126,153,157,212,182,185,232,240,223,279,272,277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,3,1,0,0,0,0,0,0,0,0,5,3,0,4,24,0,0,0,8,3,0,0,0,0,6,4,0,5,0,0,0,3,0,0,4,0,0,1,3,0,1,5,1,1,0,0,2,0,0,37,53,100,125,127,170,205,159,210,220,230,270,276,275,325
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,0,2,0,3,5,5,5,4,0,1,0,3,45,0,4,2,1,0,0,0,4,0,0,0,4,1,0,0,0,0,6,1,0,0,3,0,1,0,2,1,0,2,0,0,2,4,0,21,59,114,109,145,188,187,181,225,203,253,267,262,299,330
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,1,0,0,4,0,1,4,4,4,0,1,0,0,46,0,0,6,0,1,1,0,3,0,0,5,0,1,0,0,4,0,0,0,0,0,0,4,0,0,3,4,0,4,1,3,5,0,0,2,65,88,84,131,160,167,174,187,199,254,246,267,301,304
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,1,0,4,0,4,0,1,2,0,0,1,0,0,0,20,3,1,1,0,0,2,1,0,3,0,4,3,1,0,7,3,0,0,0,0,0,0,5,0,0,5,2,2,0,2,0,0,4,0,6,67,76,93,149,151,190,189,193,221,267,245,270,298,298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,0,0,1,1,4,0,2,1,0,3,0,2,0,0,1,0,2,4,5,0,3,2,3,0,2,0,1,0,4,2,1,6,1,0,1,4,0,0,0,0,1,3,4,0,3,5,0,45,69,90,136,155,166,220,168,191,245,241,239,293,286,301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,1,0,0,0,0,1,0,0,0,0,0,0,2,2,25,3,0,0,4,0,0,2,0,3,3,0,4,0,2,4,0,0,0,3,0,0,0,0,4,4,1,0,9,2,0,1,1,4,0,46,51,110,139,133,188,214,159,212,236,232,257,278,279,308
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,0,0,4,2,0,0,0,4,3,1,2,0,45,4,4,0,0,2,3,0,0,1,0,0,0,0,2,1,0,3,4,7,0,12,0,0,2,0,0,0,4,1,0,0,5,2,0,18,50,114,113,147,198,197,175,235,218,254,282,272,305,334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,3,0,0,7,0,2,0,6,4,0,0,0,47,0,0,0,0,2,2,0,1,2,0,0,5,2,0,0,0,0,1,1,0,7,0,4,4,0,0,0,0,0,5,1,1,5,0,5,66,103,93,157,177,179,193,204,211,265,253,263,313,309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,0,0,0,1,0,0,1,0,4,2,3,0,21,0,3,2,0,0,4,0,0,4,5,0,1,2,4,1,1,0,0,0,0,1,2,5,0,0,5,0,3,0,0,0,0,2,0,14,80,83,102,161,156,190,190,188,214,260,243,279,312,297
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,1,0,4,2,0,2,0,4,0,3,0,0,4,3,1,3,2,0,0,3,0,0,2,4,1,3,1,4,3,4,0,4,2,5,0,1,2,0,0,0,1,6,0,2,0,5,0,7,0,43,71,86,128,152,149,206,185,193,244,252,241,291,293,293
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,5,0,0,2,1,1,1,0,4,2,0,4,0,0,12,3,0,3,0,0,2,0,1,0,4,5,0,0,3,3,3,0,2,5,1,3,0,0,0,0,0,0,0,3,2,0,0,0,0,42,38,96,125,129,176,211,163,214,226,226,247,265,258,310
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,6,0,0,0,0,0,0,0,1,0,1,0,4,0,39,3,3,0,1,4,4,4,0,2,3,0,0,2,4,3,2,1,0,1,0,2,4,0,0,0,3,1,7,0,2,0,0,3,0,20,59,116,101,136,185,190,172,220,218,247,271,265,299,328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,3,0,0,0,3,1,0,0,0,2,1,3,1,3,52,0,3,0,1,0,1,0,0,0,1,3,2,1,0,0,0,3,2,2,5,0,0,1,0,1,0,0,2,2,5,5,0,5,0,5,58,95,79,150,167,179,190,201,203,254,254,260,304,312
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,0,6,3,0,0,0,0,0,3,1,1,1,23,1,0,0,3,5,3,0,0,0,0,0,1,0,1,5,0,0,2,0,0,0,0,3,0,0,1,5,4,6,0,0,0,1,0,27,82,84,118,158,151,208,189,183,230,248,238,289,296,299
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,3,1,5,0,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,2,0,0,0,1,3,0,0,0,0,1,0,5,3,0,0,0,2,0,3,2,0,0,0,1,3,5,0,41,55,92,136,135,171,215,168,186,238,231,241,290,262,298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,2,5,0,3,0,4,0,0,0,0,0,4,41,0,0,1,3,3,0,0,5,4,1,0,1,4,3,0,2,1,0,0,0,2,0,0,0,4,4,0,1,4,4,2,0,0,0,33,41,111,108,113,171,190,156,218,221,236,267,264,275,328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,4,5,0,3,0,1,1,2,4,0,3,2,2,1,56,3,5,0,0,0,0,5,0,1,4,1,1,0,0,1,0,0,5,0,0,0,5,0,4,1,0,5,0,0,4,4,4,1,0,13,52,104,96,148,187,187,188,215,213,248,257,255,299,316
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,0,0,6,5,2,1,0,0,4,2,4,2,1,1,38,2,4,2,0,0,6,0,0,3,5,3,0,0,0,2,1,0,3,1,0,0,3,0,0,3,1,3,0,0,3,0,0,0,0,6,74,87,100,160,159,189,190,191,212,257,231,269,301,290
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,2,0,1,0,0,4,3,0,2,0,3,0,0,0,0,0,0,0,0,1,4,0,3,2,4,4,2,2,6,0,0,0,3,0,0,0,1,5,1,0,1,0,0,3,0,0,16,2,0,46,71,86,131,153,168,220,181,203,252,249,248,287,287,294
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
